position,username,user_id,title,text,highlighs,link,location,sentimen,label,address,latitude,longitude
61,djasMpu,3192723644.0,Ryan setiawan (@xueyunxue1986) / X,Ryan setiawan's posts ... Suasana Duka Pada saat Meninggalnya Nasabah WanaArtha Life Deddy... ... Sosok Misterius Yang Bisikin Erick Thohir Soal Kerja Sat SethttpsÂ ...,['WanaArtha Life'],https://twitter.com/xueyunxue1986,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
62,murezfah,1.09e+18,taPikir - Easy Going,"Jun 10, 2023 Â· #sh*t $wskt lagi... bakalan auto 50 saat unlock. Terungkap, Auditor Waskita Karya Terlibat Skandal Wanaartha Life - Market Â· FromÂ ...",['Wanaartha Life'],https://twitter.com/taPikir,cianjurjawabarat,Negatif,0,"Cianjur, Jawa Barat",-6.824096,107.1374006
63,KBernegara,1.13e+18,Rudy Limin,OJK Harus Segera Buka Blokir Rekening Efek WanaArtha Life - Tandatangani Petisi! https://t.co/JFIUe96tmz via @Change.,['WanaArtha Life'],https://twitter.com/rudylimin/status/1235614471994802179,Jepara,Negatif,0,"Jepara, Jawa Tengah",-6.5906502,110.6673202
64,demafebuin2019,4801790833.0,Alex Stefanus,Kl bpk2 @KejaksaanRI melakukan kasasi melawan pemegang polis Wanaartha Life yg tdk bersalah artinya Jaksa Agung & jajarannya membangkangÂ ...,['Wanaartha Life'],https://twitter.com/alexstefanus/status/1447570125008236548,"Bandung,JawaBarat",Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539
65,demafebuin2019,4801790833.0,wasiatkita,"1. wasiatkita Â· @wasiatkita. Â·. Aug 31, 2017. Wasiatkita menjadi narasumber dalam gathering yang diadakan oleh Wanaartha life dengan topik. ""7kesalahan umum"".",['Wanaartha life'],https://twitter.com/wasiatkita,iNews Tower Lantai10,Negatif,0,"iNews Tower, Jalan Kebon Sirih Jakarta",-6.1849205,106.8308589
66,cagubnyinyir2,1.01e+18,Easy Going,"#sh*t $wskt lagi... bakalan auto 50 saat unlock. Terungkap, Auditor Waskita Karya Terlibat Skandal Wanaartha Life - Market.",['Wanaartha Life'],https://twitter.com/taPikir/status/1667503751614312450,"KotaYogyakarta,Yogyakarta",Negatif,0,"Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia",-7.8011945,110.364917
67,KompasData,771030588.0,Subur Jaya Abadi Permai (@PermaiSubur) ...,"Bola Salju Kasus Gagal Bayar Wanaartha Life, Bakal Berakhir Bangkrut dan Pailit? ... Teman2 seperjuangan para pemegang polis Wanaartha Life & teman2 ygÂ ...","['Wanaartha Life', 'Wanaartha Life']",https://twitter.com/PermaiSubur,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
68,cahnewrock,192883709.0,"""17. Jadi, ingin kami katakan, nasabah Wanaartha Life ...","17. Jadi, ingin kami katakan, nasabah Wanaartha Life jangan mau dikadalin berkali kali oleh Direksi dan Pemilik Wanaartha.",['Wanaartha Life'],https://twitter.com/ChopShopkc1/status/1326832164046958592,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
69,DwikyPS,162393179.0,"23. Kasus Jiwasraya, Kejagung Periksa Pemilik Asuransi ...","23. Kasus Jiwasraya, Kejagung Periksa Pemilik Asuransi WanaArtha Life.",['WanaArtha Life'],https://twitter.com/ChopShopkc1/status/1326832203175587842,Yogyakarta,Negatif,0,"Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia",-7.8011945,110.364917
70,Goring28,1156254122.0,Polaris,WanaArtha Life Jadwalkan Pelaksanaan RUPSLB 4 Januari 2023 https://finansial.bisnis.com/read/20230101/215/1613833/wanaartha-life-jadwalkanÂ ...,"['WanaArtha Life', 'wanaartha-life']",https://twitter.com/polaroidblur77/status/1609602593952792577,"Jakarta Barat, DKI Jakarta",Netral,2,"Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.16156235,106.7438912
71,renandabachtar,74103498.0,Mutie Septianingsih,"""Silaturahim.."" WanaArtha Life terima kasih Pak nasihatnya, berkah kita semua @haikal_hassan @haikalbaras.",['WanaArtha Life'],https://twitter.com/MutieHaryanto/status/758601934320246785,"Balikpapan,Indonesia",Positif,1,"Balikpapan, Kalimantan Timur, 76128, Indonesia",-1.2398711,116.8593379
72,RifanAryanto,819993330.0,vitrieFebry - ipit,"â˜º Â· @vitriefebry. Â·. Jul 20, 2016. Rabu kelabu. Tapi dapet cemilan sebanyak ini. Gajadi kelabu   (at Wanaartha Life Pondok Kelapa) [pic] â€” https://path.com/p/Â ...",['Wanaartha Life'],https://twitter.com/vitriefebry,"Bandung,JawaBarat",Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539
73,cagubnyinyir2,1.01e+18,168,"... -tunggal-ojk-ratusan-nasabah-wanaartha-life-kawal-yudisial-review-uu-ppsk-di-mk/â€¦ Translate post. 12:16 AM Â· Jul 26, 2023. Â·. 168. Views. 1. Repost.",['wanaartha-life'],https://twitter.com/machrilmachril1/status/1683994762419003392,"Jakarta Pusat,DKI Jakarta",Netral,2,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715
74,KompasData,771030588.0,buyung86779669 - dody,PT Asuransi Jiwa Adisarana Wanaartha atau WanaArtha Life meluncurkan WanaArtha DPLK (Dana Pensiun Lembaga Keuangan).,['WanaArtha Life'],https://twitter.com/buyung86779669,"Palmerah,Jakarta",Netral,2,"Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.1910017,106.7943633
75,cahnewrock,192883709.0,"Lyn on X: ""Nasabah butuh duitt...."" / X",Nasabah Gagal Bayar WanaArtha Life Minta Direksi Baru Percepat Penyehatan KeuanganÂ ...,['WanaArtha Life'],https://twitter.com/Lolypop502/status/1531950958972129280,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
76,DwikyPS,162393179.0,Hendri Kong,... ! @jokowi kembalikan uang kami @KejaksaanRI @ojkindonesia @PNjktpusat atau karma yang akan membalas derita 26ribu nasabah WanaArtha Life!,['WanaArtha Life'],https://twitter.com/hendrisamuel/status/1338870021930450944,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
77,renandabachtar,74103498.0,h3nd4r - Hendar Tusmin,... Bayar 2%. Nasabah PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life/WAL) buka suara soal hasil neraca sementara likuidasi (NSL) Wanaartha. 1. 2.,['Wanaartha Life'],https://twitter.com/h3nd4r,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
78,kholiq486,9.4e+17,Teenu C Jiriadana (@teenuchandra) ...,"Teenu C Jiriadana's posts ... Terima kasih kepada Pak Yanes Y. Matulatuwa (President Director WanaArtha Life), Ibu Mitzi Ranti, Ibu Ellusi, dan Ibu Yenny.",['WanaArtha Life'],https://twitter.com/teenuchandra,"Makassar,Indonesia",Netral,2,"Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia",-5.1342962,119.4124282
79,sugengwahyudi03,85757826.0,Darma_9 - Darmawit Saputra,Otoritas Jasa Keuangan (OJK) mencabut izin usaha usaha PT Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life/PT WAL) efektif per Senin (5/12).,['Wanaartha Life'],https://twitter.com/Darma_9,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
80,mamat_sura,9.52e+17,Alex Stefanus,"@jokowi Â· #LibatkanNasabahDlmTimLikuidasiWanaarthaLife. Translate post. Peserta Wanaartha Life Tercatat 100 Ribu, OJK: Tim Likuidasi AkanÂ ...",['Wanaartha Life'],https://twitter.com/alexstefanus/status/1601085057812549635,"Bandung,JawaBarat",Negatif,0,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539
81,balitbanghub151,3610194613.0,Dr.Basroni Kiran.SH.MH,Otoritas Jasa Keuangan (OJK) mengungkap rusaknya laporan keuangan dari Wanaartha Life. Ada penggelapan polis hingga Rp12 triliun! Edan! Wanaartha LifeÂ ...,"['Wanaartha Life', 'Wanaartha Life']",https://twitter.com/basronikiran,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
82,dibbbbbbbbbbb,524879502.0,limsoeyantho,"@limsoeyantho. Â·. Apr 19, 2020 Â· http://theiconomics.com/art-of-execution/wanaartha-life-akan-tempuh-langkah-hukum-untuk-buka-pemblokiran-rekening/â€¦ Quote.",['wanaartha-life'],https://twitter.com/limsoeyantho,"Jakarta Pusat,DKI Jakarta",Netral,2,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715
83,cagubnyinyir2,1.01e+18,Alex Stefanus,"21/01/22 genap 2 thn uang premi pemegang polis pd SRE Wanaartha Life (WAL) diblokir, disita & dirampas @KejaksaanRI. 11/01/22 genap 3 blnÂ ...",['Wanaartha Life'],https://twitter.com/alexstefanus/status/1477998214355718144,"Palembang,Sumsel,Indonesia",Negatif,0,"Palembang, Sumatera Selatan",-2.9888297,104.756857
84,balitbanghub151,3610194613.0,Mutie Septianingsih (@MutieHaryanto) / X,"... @MutieHaryanto. Â·. Jul 28, 2016. ""Silaturahim.."" WanaArtha Life terima kasih Pak nasihatnya, berkah kita semua. @haikal_hassan. @haikalbaras. Image.",['WanaArtha Life'],https://twitter.com/MutieHaryanto,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
85,kholiq486,9.4e+17,fhr,"dmz_ers @hrdbacot Seru nih, org indo ada 11 orang, 3 orang kasus asuransi wanaartha life. Btw Harun Masiku udah ga ada di list red notice.",['wanaartha life'],https://twitter.com/nukanikufesin/status/1607403899232858112,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
86,sugengwahyudi03,85757826.0,Teenu C Jiriadana,"Terima kasih kepada Pak Yanes Y. Matulatuwa (President Director WanaArtha Life), Ibu Mitzi Ranti, Ibu Ellusi, dan Ibu Yenny.",['WanaArtha Life'],https://twitter.com/teenuchandra/status/911475770274361346,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
87,mamat_sura,9.52e+17,jonlik0406 - Johan Likamto,"@jonlik0406. Â·. Feb 2, 2014. I'm devastated to this condition. Johan Likamto Â· @jonlik0406. Â·. Jan 27, 2014. wanaartha life,walinvest solusi terbaik untukÂ ...",['wanaartha life'],https://twitter.com/jonlik0406,"Kalimantan Tengah, Indonesia",Negatif,0,"Kalimantan Tengah, Indonesia",-1.499583,113.2903307
88,CimahiGarbi,1.06e+18,Kiki Saragih (@kiki_saragih) / X,"Total kewajiban yang harus dibayarkan WanaArtha Life kepada para pemegang polis menyentuh Rp15,7 triliun. Namun, aset perusahaan yang dimiliki tak sampaiÂ ...",['WanaArtha Life'],https://twitter.com/kiki_saragih,"Malang,JawaTimur",Negatif,0,"Malang, Jawa Timur, Indonesia",-8.10479815,112.6879872
89,balitbanghub151,3610194613.0,Indonesia Raya,"Usut Aliran Dana Wanaartha Life, Nasabah Tunjuk Auditor - Iconomics. From theiconomics.com Â· 3:49 PM Â· Jun 16, 2022.",['Wanaartha Life'],https://twitter.com/Indones20366386/status/1537462466208473088,MNCNewsCenterLt.11Jakarta,Netral,2,"iNews Tower, Jalan Kebon Sirih Jakarta",-6.1849205,106.8308589
90,YokoSetyoso,332300097.0,nniiiaasssss - nias damayanti,OJK Harus Segera Buka Blokir Rekening Efek WanaArtha Life - Tandatangani Petisi! https://t.co/3K2QqYZCaV lewat @ChangeOrg_ID.,['WanaArtha Life'],https://twitter.com/nniiiaasssss,"Bogor,JawaBarat",Negatif,0,"Bogor, Jawa Barat, 16121, Indonesia",-6.5962986,106.7972421
91,dibbbbbbbbbbb,524879502.0,agustina yang (@agustina_yang) ...,agustina yang's posts ... â© Pak Jokowi : tolong luangkan sedikit waktu buat korban investasi wanaartha life. Owner'nya sudah kabur ke Amrik. Pihak OJK tidak bisaÂ ...,['wanaartha life'],https://twitter.com/agustina_yang,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
92,cagubnyinyir2,1.01e+18,TheCropJajang,"Sidang Vonis Jiwasraya Ditutup, Nasabah WanaArtha Life Bikin Kericuhan : Okezone Nasional. Sejumlah nasabah WanaArtha Life protes lantaranÂ ...","['WanaArtha Life', 'WanaArtha Life']",https://twitter.com/ChopShopkc1/status/1326812604686245888,"BalikpapanTengah,Indonesia",Negatif,0,"BalikpapanTengah,Indonesia",-1.2452915,116.8505397
93,balitbanghub151,3610194613.0,å“ä¿å¦,dan ojk yang saya rasa sdh nilep uang ini. Translate post. money.kompas.com. Nasabah Gagal Bayar Wanaartha Life: Kami Jangan Dibawa Muter-Â ...,['Wanaartha Life'],https://twitter.com/YeniChubi/status/1532717758219051008,"GrahaPena,KebayoranLama12",Negatif,0,"Graha Pena, Jalan Tanah Baru V, RW 04, Sukabumi Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 12210, Indonesia",-6.2150741,106.7777897
94,mauritsjelek,7.15e+17,"""Kami ada dosa apa pak tolong bukakan pintu hati sesuai ...",(Video bag 1) PN Jakpus 3/6/2021: Semua pakar hukum & saksi ahli bilang penyitaan aset nsbh Wanaartha Life oleh @KejaksaanRI adlh cacatÂ ...,['Wanaartha Life'],https://twitter.com/polaroidblur77/status/1403058656220954628,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
95,Geegeehn1,9.86e+17,Christine Jahja (@c_jahja) / X,"Christine Jahja Â· @c_jahja. Â·. Jun 14, 2020 Â· http://Kompas.com https://investor.id/finance/nasabah-wanaartha-life-mengharapkan-rekening-yang-disita-Â ...",['wanaartha-life'],https://twitter.com/c_jahja,"Bekasi,JawaBarat",Negatif,0,"Bekasi, Jawa Barat, 17144, Indonesia",-6.2349858,106.9945444
96,Anti_KADRUN,2963528849.0,Yohan Yo,"... nasabah Wanaartha Life hanya sebesar 5% dari tagihan. Sementara gagal bayar sudah hampir genap 4 tahun. - Halaman 2. View. 7:06 AM Â· Dec 15, 2023. Â·. 29.",['Wanaartha Life'],https://twitter.com/YohanYo64596277/status/1735556825175769175,"DKI Jakarta,Indonesia",Negatif,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
97,ANTARASumsel,406921837.0,TheCropJajang,"... Piter Rasiman. Translate post. Kasus Jiwasraya, Kejagung Periksa Pemilik Asuransi WanaArtha Life. From m.bisnis.com Â· 10:20 AM Â· Nov 12, 2020.",['WanaArtha Life'],https://twitter.com/ChopShopkc1/status/1326832160087531525,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
98,mauritsjelek,7.15e+17,Triple Double (@lor1nser) / X,"@lor1nser. Â·. Mar 5, 2020. OJK Harus Segera Buka Blokir Rekening Efek WanaArtha Life - Tandatangani Petisi! http://chng.it/qvh8pxst via. @ChangeOrg_ID. 1.",['WanaArtha Life'],https://twitter.com/lor1nser,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
99,Geegeehn1,9.86e+17,Kresna Life Insurance (@KresnaLifeID ...,Official Account Of Kresna Life Insurance (PT Asuransi Jiwa Kresna) ... Kresna Life Insurance (@kresnalife) â€¢ Instagram photo. From instagram.com.,"['Kresna Life', 'Kresna Life']",https://twitter.com/KresnaLifeID,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
100,newsmerahputih,2714869507.0,Kresna Life Insurance,Kresna Life Insurance Â· @KresnaLifeID. Happy Vesak Day #vesakday Â· Kresna Life Insurance (@kresnalife) â€¢ Instagram photo Â· From instagram.com Â· 3:20 AM Â· May 19Â ...,"['Kresna Life', 'Kresna Life']",https://twitter.com/KresnaLifeID/status/1129949967794266121,"Balikpapan, Indonesia",Netral,2,"Balikpapan, Kalimantan Timur, 76128, Indonesia",-1.2398711,116.8593379
101,setda_kalteng,9.18e+17,Kresna Life Insurance,"Kresna Life Insurance Â· @KresnaLifeID. Happy Valentines Day! Share the love with everyone around you today!. Image. 1:31 AM Â· Feb 14, 2019.",['Kresna Life'],https://twitter.com/KresnaLifeID/status/1095857965741965312,"Kalimantan Tengah, Indonesia",Netral,2,"Kalimantan Tengah, Indonesia",-1.499583,113.2903307
102,ndablekngenoh,9.94e+17,Kresna Life: Kontroversi Putusan PTUN,Kresna Life: Kontroversi Putusan PTUN https://t.co/4JXHgVG5rk.,['Kresna Life'],https://twitter.com/bisnisindo_id/status/1767560248230068599,"DKI Jakarta,Indonesia",Negatif,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
103,SeputariNews,132078023.0,Hitexh,"We had jiwasraya case, then kresna life. Now Wanaartha life. OJK knew how screw up wanaartha since 2019 as they didnt publish annual report.",['kresna life'],https://mobile.twitter.com/Rifleamp/status/1600464607998771200,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715
104,KompasData,771030588.0,"OJK Siapkan Banding, Ini Kronologi Kasus Kresna Life","OJK Siapkan Banding, Ini Kronologi Kasus Kresna Life https://t.co/ZJ43kfq86Q.",['Kresna Life'],https://twitter.com/cnbcindonesia/status/1762064608435597753,cianjurjawabarat,Negatif,0,"Cianjur, Jawa Barat",-6.824096,107.1374006
105,elang33959034,1.11e+18,Ini Kabar Terbaru Asuransi Bermasalah Kresna Life & ...,"Ini Kabar Terbaru Asuransi Bermasalah Kresna Life & Wanaartha https://t.co/DWPeuMksqB. ... (Kresna Life). 7:54 AM Â· Nov 2, 2023. Â·. 353. Views. 1.","['Kresna Life', 'Kresna Life']",https://twitter.com/cnbcindonesia/status/1719986437133943099,Jepara,Netral,2,"Jepara, Jawa Tengah",-6.5906502,110.6673202
106,RakyatMerdeka99,7.12e+17,"OJK, Kresna Life, dan Bayang-bayang Langkah Hukum ...","OJK, Kresna Life, dan Bayang-bayang Langkah Hukum Lanjutan https://t.co/yPVnS3uzy4.",['Kresna Life'],https://twitter.com/Bisniscom/status/1762419191603441690,"Bandung,JawaBarat",Netral,2,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539
107,NounaTalisy,2166144630.0,tempo,Kisruh Kresna Life memasuki babak baru. OJK meminta banding atas putusan PTUN. Nasib nasabah kian terkatung-katung.,['Kresna Life'],https://twitter.com/temponewsroom/status/1769665050355318861,iNews Tower Lantai10,Netral,2,"iNews Tower, Jalan Kebon Sirih Jakarta",-6.1849205,106.8308589
108,AchmadHelmi19,1.17e+18,Kresna Life Blak-blakan Alasan Tak Segera Penuhi Titah ...,Kresna Life Blak-blakan Alasan Tak Segera Penuhi Titah OJK https://t.co/g4RBJedIlf.,['Kresna Life'],https://twitter.com/cnbcindonesia/status/1628598089874542592,"KotaYogyakarta,Yogyakarta",Negatif,0,"Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia",-7.8011945,110.364917
109,SeputariNews,132078023.0,Infobank,Berita tentang dikabulkannya gugatan Kresna Life oleh Pengadilan Tata Usaha Negara (PTUN) Jakarta telah merusak â€œkewarasanâ€ sektor keuangan.,['Kresna Life'],https://twitter.com/infobanknews/status/1764878673428058530,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
110,BUNGJAH13,1.17e+18,OJK Cabut Izin Usaha Kresna Life,OJK Cabut Izin Usaha Kresna Life https://t.co/AC3qn7Hnjh.,['Kresna Life'],https://twitter.com/cnbcindonesia/status/1672217548597915648,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
111,KompasData,771030588.0,Investor Daily,"OJK mengungkap sederet ketidakberesan Kresna Life, baik saat upayanya keluar dari sanksi atau saat coba memenuhi kewajiban kepada nasabah.",['Kresna Life'],https://twitter.com/InvestorID/status/1775170873408049281,Yogyakarta,Negatif,0,"Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia",-7.8011945,110.364917
112,Aarpeceh,560699846.0,"Tim Likuidasi Kresna Life Terima Tagihan Rp4,34 Triliun ...","Tim Likuidasi Kresna Life Terima Tagihan Rp4,34 Triliun dari Ribuan Pemegang Polis https://t.co/PJdXryFqoR.",['Kresna Life'],https://twitter.com/Bisniscom/status/1754426662136279242,"Jakarta Barat, DKI Jakarta",Netral,2,"Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.16156235,106.7438912
113,RakyatMerdeka99,7.12e+17,OJK Beberkan Alasan Banding ke PTUN usai Pencabutan ...,OJK Beberkan Alasan Banding ke PTUN usai Pencabutan Izin Kresna Life Dibatalkan https://t.co/sE4y6asYNO.,['Kresna Life'],https://twitter.com/Bisniscom/status/1775291006436646925,"Balikpapan,Indonesia",Netral,2,"Balikpapan, Kalimantan Timur, 76128, Indonesia",-1.2398711,116.8593379
114,NounaTalisy,2166144630.0,"70% Nasabah Kresna Life Setujui SOL, OJK Ambil ...","70% Nasabah Kresna Life Setujui SOL, OJK Ambil Langkah Ini https://t.co/MUsr6tYXrj.",['Kresna Life'],https://twitter.com/cnbcindonesia/status/1646361204393402369,"Bandung,JawaBarat",Netral,2,"Bandung, Jawa Barat, 40252, Indonesia",-6.9344694,107.6049539
115,AchmadHelmi19,1.17e+18,tempo.co,"Dikalahkan Kresna Life di PTUN, OJK Ajukan Banding https://t.co/uQQiVvEN7B #TempoBisnis.",['Kresna Life'],https://twitter.com/tempodotco/status/1767755735033909270,"Jakarta Pusat,DKI Jakarta",Negatif,0,"Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715
116,Metro_TV,57261519.0,Investor Daily,Keputusan PTUN yang memenangkan Kresna Life terhadap putusan OJK bisa menimbulkan preseden buruk industri asuransi di masyarakat luas.,['Kresna Life'],https://twitter.com/InvestorID/status/1767409742790697099,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
117,yudhabjnugroho,127182239.0,Investor Daily,"Selain menang dalam gugatan CIU Kresna Life, Michael Steven Cs juga memang dalam gugatan sanksi denda miliaran dari OJK di PTUN Jakarta.",['Kresna Life'],https://twitter.com/InvestorID/status/1762110549062823948,Yogyakarta,Negatif,0,"Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia",-7.8011945,110.364917
118,notbuzzer,158278197.0,OJK Minta Pengendali dan Direksi Kresna Life Ganti Rugi ...,OJK Minta Pengendali dan Direksi Kresna Life Ganti Rugi Pemegang Polis https://t.co/8M4n6Llwqr.,['Kresna Life'],https://twitter.com/KATADATAcoid/status/1672242493742788608,"DKI Jakarta,Indonesia",Positif,1,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
119,jpnncom,79130206.0,Michael Steven Mundur dari KREN H-1 Izin Kresna Life ...,Michael Steven Mundur dari KREN H-1 Izin Kresna Life Dicabut https://t.co/QgvWhEb1TX.,['Kresna Life'],https://twitter.com/cnbcindonesia/status/1673122242287505409,"Jawa Timur,Indonesia",Negatif,0,Jawa Timur,-7.6977397,112.4914199
120,BNews_Borneo,3028511053.0,Tim Likuidasi Kresna Life Buka Pendaftaran Tagihan ...,"Tim Likuidasi Kresna Life Buka Pendaftaran Tagihan Babak Kedua, Ini Caranya! https://t.co/0CVpYMFa8J.",['Kresna Life'],https://twitter.com/Bisniscom/status/1754446037727535561,"Batam,Indonesia",Netral,2,"Batam, Kepulauan Riau, Indonesia",1.1061034,104.0378246
121,IpungLombok,86233947.0,OJK Indonesia,"Beberapa kasus perusahaan asuransi spt Asuransi Jiwa Adisarana Wanaartha (Wanaartha Life/PT WAL), Asuransi Jiwa Kresna (Kresna Life/PT AJK)Â ...",['Kresna Life'],https://twitter.com/ojkindonesia/status/1621747849246695424,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
122,Rubby63275173,1.15e+18,CNBC Indonesia,"PT Asuransi Jiwa Kresna (AJK/Kresna Life) hari ini, Senin, (5/6/2023) menyerahkan total 22 dus dokumen ke OJK.",['Kresna Life'],https://twitter.com/cnbcindonesia/status/1665627169182351361,"DKI Jakarta,Indonesia",Netral,2,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
123,Iradiojakarta,73102464.0,"Orang Ini Korban Indosurya, Wanaartha, Kresna Life Rp7 ...","Orang Ini Korban Indosurya, Wanaartha, Kresna Life Rp7 M Raib https://t.co/x75LM8OweH.",['Kresna Life'],https://twitter.com/cnbcindonesia/status/1621296391766278146,"DKI Jakarta,Indonesia",Negatif,0,"Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183
