username;user_id;location;address;latitude;longitude;;;;;;;;;;;;;;;;;;;;
iDcopyright;1.17e+18;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
suara_indo1;9.83e+17;SUKABUMI-JAWABARAT;Sukabumi;-6.9199289;106.9265095;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
joearesee67;1.14e+18;Indonesia-Malaysia;Malaysia, Jalan Kyai Haji Wahid Hasyim, Jombang, Jawa Timur, 61417, Indonesia;-7.5388376;112.2379849;;;;;;;;;;;;;;;;;;;;
jabarsaberhoaks;1.07e+18;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
siharprompt8;56941457.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
mustaqimsuyuti;2834709918.0;ternate;Ternate, Maluku;0.7852331;127.3831973;;;;;;;;;;;;;;;;;;;;
Sugie_Petualang;461120226.0;Tangerang;Tangerang, Banten, Indonesia;-6.1760311;106.6384468;;;;;;;;;;;;;;;;;;;;
babeh_stm;1.17e+18;Menteng,Indonesia;Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.1950265;106.8322242;;;;;;;;;;;;;;;;;;;;
deniputramener1;8.13e+17;PesisirSelatan,SumateraBara;DPC Partai Demokrat Pesisir Selatan, Jalan Raya Air Haji - Painan, Painan, Nagari TIMBULUN, Sumatera Barat, 25354, Indonesia;-1.3486632;100.5742238;;;;;;;;;;;;;;;;;;;;
_fireshare;145039939.0;Salatiga,JawaTengah;Salatiga, Jawa Tengah;-7.3302642;110.4995353;;;;;;;;;;;;;;;;;;;;
iDcopyright;1.17e+18;Balikpapan,KalimantanTimur;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
pantau_com;9.4e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
RakyatMerdeka99;7.12e+17;GrahaPena,KebayoranLama12;Graha Pena, Jalan Tanah Baru V, RW 04, Sukabumi Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 12210, Indonesia;-6.2150741;106.7777897;;;;;;;;;;;;;;;;;;;;
jabarsaberhoaks;1.07e+18;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
siharprompt8;56941457.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
mustaqimsuyuti;2834709918.0;ternate;Ternate, Maluku;0.7852331;127.3831973;;;;;;;;;;;;;;;;;;;;
Sugie_Petualang;461120226.0;Tangerang;Tangerang, Banten, Indonesia;-6.1760311;106.6384468;;;;;;;;;;;;;;;;;;;;
babeh_stm;1.17e+18;Menteng,Indonesia;Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.1950265;106.8322242;;;;;;;;;;;;;;;;;;;;
fithriabel;274370666.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
ronin_minang;929767927.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
nayza1212;709302061.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
virley13;519173976.0;Batu-Tangerang;Tangerang, AH2, Perumahan Taman Britania, Tangerang, Banten, 15143, Indonesia;-6.2211617;106.6449932;;;;;;;;;;;;;;;;;;;;
AdhilRajo;1.1e+18;Bekasi,JawaBarat;Bekasi, Jawa Barat, 17144, Indonesia;-6.2349858;106.9945444;;;;;;;;;;;;;;;;;;;;
muhammad_ridhaa;489850577.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
doktorhukumcom;1.15e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Maharomiii;1.1e+18;PenajamPaserUtara;Polres Penajam Paser Utara, Jl. Korpri, Penajam, Kalimantan Timur, 76141, Indonesia;-1.30591805;116.7347711;;;;;;;;;;;;;;;;;;;;
S0N_2000;1010113046.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
NurudinNurudin5;8.39e+17;Cirebon,JawaBarat;Cirebon, JawaBarat;-6.7137044;108.5608483;;;;;;;;;;;;;;;;;;;;
fenni_rosa;9.75e+17;Yogyakarta,Indonesia;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
khoirunniam_ar;7.21e+17;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
senasurya53;4853367745.0;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
Haidary__;1904113050.0;Batavia_INA;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;Surabaya;Surabaya, Jawa Timur, Indonesia;-7.2459717;112.7378266;;;;;;;;;;;;;;;;;;;;
hansedbert18;4355483354.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
MCAOps;1476693997.0;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
pantau_com;9.4e+17;SUKABUMI-JAWABARAT;Sukabumi;-6.9199289;106.9265095;;;;;;;;;;;;;;;;;;;;
Hertiyo1;1.15e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
kang_batag0r;34234311.0;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
indozonemedia;350668803.0;Indonesia-Malaysia;Malaysia, Jalan Kyai Haji Wahid Hasyim, Jombang, Jawa Timur, 61417, Indonesia;-7.5388376;112.2379849;;;;;;;;;;;;;;;;;;;;
setansarap;468093840.0;Balikpapan,Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
tribunkaltim;103551225.0;Klaten,JawaTengah;Klaten, Jawa Tengah;-7.6749204;110.6272787;;;;;;;;;;;;;;;;;;;;
alvarez17638967;1.11e+18;JakartaPusat,DKIJakarta;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
OliviaCath1540;37132359.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
may662013;2810255954.0;JakartaTimur,DKIJakarta;JakartaTimur,DKIJakarta;-6.26289085;106.8822289;;;;;;;;;;;;;;;;;;;;
RollezB;1.07e+18;Banjarmasin,KALSEL;Banjarmasin, Kalimantan Selatan, 70231, Indonesia;-3.3187496;114.5925828;;;;;;;;;;;;;;;;;;;;
Obet_ssnd;9.01e+17;JakartaTimur,DKIJakarta;JakartaTimur,DKIJakarta;-6.26289085;106.8822289;;;;;;;;;;;;;;;;;;;;
Obet_ssnd;9.01e+17;Banjarmasin,KALSEL;Banjarmasin, Kalimantan Selatan, 70231, Indonesia;-3.3187496;114.5925828;;;;;;;;;;;;;;;;;;;;
lastcarbid;1271688691.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
indozonemedia;350668803.0;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
setansarap;468093840.0;Indonesia-Malaysia;Malaysia, Jalan Kyai Haji Wahid Hasyim, Jombang, Jawa Timur, 61417, Indonesia;-7.5388376;112.2379849;;;;;;;;;;;;;;;;;;;;
ppiiium;83125122.0;Sleman,Indonesia;Sleman, Daerah Istimewa Yogyakarta, Indonesia;-7.6952864;110.3446292;;;;;;;;;;;;;;;;;;;;
wisatasleman;2995848954.0;Balikpapan,Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
OliviaCath1540;37132359.0;Klaten,JawaTengah;Klaten, Jawa Tengah;-7.6749204;110.6272787;;;;;;;;;;;;;;;;;;;;
may662013;2810255954.0;JakartaPusat,DKIJakarta;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
RollezB;1.07e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Obet_ssnd;9.01e+17;Balam;Balam, Lampung;-5.0088366;103.8225421;;;;;;;;;;;;;;;;;;;;
SaptoAdi_07;561199516.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
lastcarbid;1271688691.0;semarang;Semarang, Jawa Tengah, Indonesia;-6.9903988;110.4229104;;;;;;;;;;;;;;;;;;;;
vezhecella;1.11e+18;Yogyakarta,Indonesia;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
ruddyhar;596162619.0;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
LinaaaaMarni;500341338.0;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
euzhan_m;74952362.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
MenuTakjil;1.11e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
nadclarissa_;1676160954.0;sumedang,jabar;Sumedang, Jawa Barat, 45321, Indonesia;-6.8592431;107.9206982;;;;;;;;;;;;;;;;;;;;
intan_kedua;515162331.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
cakasep_;1.11e+18;Jawa Barat, Indonesia;Jawa Barat, Indonesia;-6.8891904;107.6404716;;;;;;;;;;;;;;;;;;;;
ngambeknih_;1.18e+18;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
fawwaz_96;1.12e+18;Stabat,Indonesia;Stabat, Langkat, Sumatera Utara, 20811, Indonesia;3.7546297;98.4581085;;;;;;;;;;;;;;;;;;;;
EndangRamdhanie;933802224.0;Makassar,SouthSulawesi;Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia;-5.1342962;119.4124282;;;;;;;;;;;;;;;;;;;;
itsRahSya;935501100.0;Jawa Timur;Jawa Timur;-7.6977397;112.4914199;;;;;;;;;;;;;;;;;;;;
antinodaa_;1.17e+18;yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
Yu_YakYuk;434471035.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
nagit_a;420382053.0;??Majalengka,Indonesia;Majalengka, Jawa Barat, Indonesia;-6.80771955;108.2789671;;;;;;;;;;;;;;;;;;;;
Heri_Cezh;227225901.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
agnesyintya;1579441010.0;KotaSukabumi,JawaBarat;Sukabumi;-6.9199289;106.9265095;;;;;;;;;;;;;;;;;;;;
ZHOUMIne;404738981.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
_hurufbesar;1.17e+18;JakartaTimur,DKIJakarta;JakartaTimur,DKIJakarta;-6.26289085;106.8822289;;;;;;;;;;;;;;;;;;;;
pecintabiiruu;1.17e+18;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
_BoBoBoY_;1.16e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
kiwalipitu;7.1e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
BobAnek46;1349757974.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
fachryyoyoi;106131606.0;Jl.CihanjuangCibaligoRt.03Rw.01No.174Kec.Parongpong-BandungBarat;Parongpong, Bandung Barat;-6.8032279;107.5818041;;;;;;;;;;;;;;;;;;;;
benihayah;1.03e+18;Jakarta Barat, DKI Jakarta;Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.16156235;106.7438912;;;;;;;;;;;;;;;;;;;;
tvOneNews;55507370.0;Lampung,Indonesia;Lampung, Indonesia;-4.8555039;105.0272986;;;;;;;;;;;;;;;;;;;;
Dadds58628757;1.02e+18;Jawa Timur;Jawa Timur;-7.6977397;112.4914199;;;;;;;;;;;;;;;;;;;;
AJavismen;9.2e+17;Jlntrikora2no181Mandala2Medan;Jl Trikora Medan;3.5884971;98.7178999;;;;;;;;;;;;;;;;;;;;
politikmiliter;1.17e+18;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
asepSonie;606823622.0;Kalimantan Selatan;Kalimantan Selatan;-2.9285686;115.3700718;;;;;;;;;;;;;;;;;;;;
Ichakarlita;456364237.0;Kalideres Jakarta;Kalideres;-6.13700575;106.7015938;;;;;;;;;;;;;;;;;;;;
PSEKP_KEMENTAN;7.07e+17;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
rizkyazzahra271;3328615598.0;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
_BoBoBoY_;1.16e+18;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
kiwalipitu;7.1e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
BobAnek46;1349757974.0;KotaMalang,EastJava;Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia;-5.1342962;119.4124282;;;;;;;;;;;;;;;;;;;;
cagubnyinyir2;1.01e+18;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
fachryyoyoi;106131606.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
benihayah;1.03e+18;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
tvOneNews;55507370.0;Balikpapan,Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
Dadds58628757;1.02e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
boyfery85;9.53e+17;PlazaBIITowerIIILt.5;BII Tower, Jalan MH Thamrin kav 22;-6.1899822;106.823258;;;;;;;;;;;;;;;;;;;;
asepSonie;606823622.0;Cigombong;Cigombong, Jawa Barat, 16740, Indonesia;-6.745881;106.7860725;;;;;;;;;;;;;;;;;;;;
2hourslovv;1.02e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
SiagianCn;1.13e+18;GrahaPena,KebayoranLama12;Graha Pena, Jalan Tanah Baru V, RW 04, Sukabumi Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 12210, Indonesia;-6.2150741;106.7777897;;;;;;;;;;;;;;;;;;;;
JarilangitID;7.31e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
rizkyazzahra271;3328615598.0;malang;Malang, Jawa Timur, Indonesia;-8.10479815;112.6879872;;;;;;;;;;;;;;;;;;;;
aestheticnite;1.03e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
DilaDzaky;1.17e+18;Cibinong,Indonesia;Cibinong, Bogor Raya, Cirimekar, Jawa Barat, 16916, Indonesia;-6.4641408;106.8524655;;;;;;;;;;;;;;;;;;;;
cagubnyinyir2;1.01e+18;Cipongkor,BandungBarat;Cipongkor,BandungBarat;-6.9523682;107.32854;;;;;;;;;;;;;;;;;;;;
bukansusumanis;495878096.0;Kalimantan Barat,Indonesia;Kalimantan Barat, Indonesia;-0.1322387;111.0968901;;;;;;;;;;;;;;;;;;;;
KanigoroDotCom;781629770.0;JakartaUtara,DKIJakarta;Jakarta Utara;-6.1362053;106.900691;;;;;;;;;;;;;;;;;;;;
FVanDhienz;149545754.0;www.bappenas.go.id;Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.1950265;106.8322242;;;;;;;;;;;;;;;;;;;;
vinotynighty;67550671.0;Palmerah,Jakarta;Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.1910017;106.7943633;;;;;;;;;;;;;;;;;;;;
bunga1453;1.17e+18;KotaMetro,Lampung;Alun-alun Kota Metro, Metro, Lampung, Indonesia;-5.11471345;105.3083226;;;;;;;;;;;;;;;;;;;;
cagubnyinyir2;1.01e+18;Banjarnegara,Indonesia;Banjarnegara, Jawa Tengah, Indonesia;-7.3558733;109.6600728;;;;;;;;;;;;;;;;;;;;
cagubnyinyir2;1.01e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
F3KAR;1659780848.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
YusZend;256864709.0;Tangerang;Tangerang, Banten, Indonesia;-6.1760311;106.6384468;;;;;;;;;;;;;;;;;;;;
prilempril;133730545.0;Makassar,SulawesiSelata;Makassar ????, Galesong Selatan, Sulawesi Selatan, 90115, Indonesia;-5.1342962;119.4124282;;;;;;;;;;;;;;;;;;;;
dewapermana46;234627932.0;BTJ;Bandar Udara Internasional Sultan Iskandarmuda, Jalan T. Iskandar, Cadek, Kuta Baro, Aceh Besar, Aceh, 23371, Indonesia;5.52776805;95.41944349;;;;;;;;;;;;;;;;;;;;
